Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
47,50,RL,48.0,12822.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351.0,Unf,0,83.0,1434.0,GasA,Ex,Y,SBrkr,1518.0,631.0,0,2149.0,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670.0,TA,TA,Y,168.0,43.0,0,0,198,0,,,,0,8,2009,WD,Abnorml,239686.0
48,20,FV,84.0,11096.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0,1632.0,1656.0,GasA,Ex,Y,SBrkr,1656.0,0.0,0,1656.0,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3,826.0,TA,TA,Y,0.0,146.0,0,0,0,0,,,,0,7,2007,WD,Normal,249700.0
49,190,RM,33.0,4456.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,736.0,736.0,GasA,Gd,Y,SBrkr,736.0,716.0,0,1452.0,0,0,2,0,2,3,TA,8,Typ,0,,,,,0,0.0,,,N,0.0,0.0,102,0,0,0,,,,0,6,2009,New,Partial,113000.0
50,20,RL,66.0,7742.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,Unf,0,192.0,955.0,GasA,Ex,Y,SBrkr,955.0,0.0,0,955.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1966.0,Unf,1,386.0,TA,TA,Y,0.0,0.0,0,0,0,0,,MnPrv,,0,1,2007,WD,Normal,127000.0
51,60,RL,,13869.0,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0,612.0,794.0,GasA,Gd,Y,SBrkr,794.0,676.0,0,1470.0,0,1,2,0,3,1,TA,6,Typ,0,,Attchd,1997.0,Fin,2,388.0,TA,TA,Y,0.0,75.0,0,0,0,0,,,,0,7,2007,WD,Normal,177000.0
52,50,RM,52.0,6240.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,816.0,816.0,GasA,TA,Y,SBrkr,816.0,0.0,360,1176.0,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528.0,TA,TA,Y,112.0,0.0,0,0,0,0,,MnPrv,Shed,400,9,2006,WD,Normal,114500.0
53,90,RM,110.0,8472.0,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104.0,GLQ,712,0.0,816.0,GasA,TA,N,SBrkr,816.0,0.0,0,816.0,1,0,1,0,2,1,TA,5,Typ,0,,CarPort,1963.0,Unf,2,516.0,TA,TA,Y,106.0,0.0,0,0,0,0,,,,0,5,2010,WD,Normal,110000.0
54,20,RL,68.0,50271.0,Pave,,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,'Wd Shng',,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0,32.0,1842.0,GasA,Gd,Y,SBrkr,1842.0,0.0,0,1842.0,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894.0,TA,TA,Y,857.0,72.0,0,0,0,0,,,,0,11,2006,WD,Normal,385000.0
55,80,RL,60.0,7134.0,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0,0.0,384.0,GasA,TA,Y,SBrkr,1360.0,0.0,0,1360.0,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572.0,TA,TA,Y,0.0,50.0,0,0,0,0,,MnPrv,,0,2,2007,WD,Normal,130000.0
56,20,RL,100.0,10175.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0,935.0,1425.0,GasA,Gd,Y,SBrkr,1425.0,0.0,0,1425.0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576.0,TA,TA,Y,0.0,0.0,0,407,0,0,,,,0,7,2008,WD,Normal,180500.0
57,160,FV,24.0,2645.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,0,321.0,970.0,GasA,Ex,Y,SBrkr,983.0,756.0,0,1739.0,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,Fin,2,480.0,TA,TA,Y,115.0,0.0,0,0,0,0,,,,0,8,2009,WD,Abnorml,172500.0
58,60,RL,89.0,11645.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,860.0,860.0,GasA,Ex,Y,SBrkr,860.0,860.0,0,1720.0,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,565.0,TA,TA,Y,0.0,70.0,0,0,0,0,,,,0,8,2006,WD,Normal,196500.0
59,60,RL,66.0,13682.0,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0,1410.0,1410.0,GasA,Ex,Y,SBrkr,1426.0,1519.0,0,2945.0,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641.0,TA,TA,Y,192.0,0.0,37,0,0,0,,,,0,10,2006,New,Partial,438780.0
60,20,RL,60.0,7200.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0,148.0,780.0,GasA,Ex,Y,SBrkr,780.0,0.0,0,780.0,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1973.0,Unf,1,352.0,TA,TA,Y,196.0,0.0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,124900.0
61,20,RL,63.0,13072.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0,217.0,1158.0,GasA,Ex,Y,SBrkr,1158.0,0.0,0,1158.0,1,0,1,1,3,1,Gd,5,Typ,0,,Detchd,2006.0,Unf,2,576.0,TA,TA,Y,0.0,50.0,0,0,0,0,,,,0,5,2006,New,Partial,158000.0
62,75,RM,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0,530.0,530.0,GasA,TA,N,SBrkr,581.0,530.0,0,1111.0,0,0,1,0,3,1,Fa,6,Typ,0,,Detchd,1935.0,Unf,1,288.0,TA,TA,N,0.0,0.0,144,0,0,0,,,,0,3,2007,WD,Normal,101000.0
63,120,RL,44.0,6442.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370.0,0.0,0,1370.0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484.0,TA,TA,Y,120.0,49.0,0,0,0,0,,,,0,10,2007,WD,Normal,202500.0
64,70,RM,50.0,10300.0,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,576.0,576.0,GasA,Gd,Y,SBrkr,902.0,808.0,0,1710.0,0,0,2,0,3,1,TA,9,Typ,0,,Detchd,1990.0,Unf,2,480.0,TA,TA,Y,12.0,11.0,64,0,0,0,,GdPrv,,0,4,2010,WD,Normal,140000.0
65,60,RL,,9375.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0,318.0,1057.0,GasA,Ex,Y,SBrkr,1057.0,977.0,0,2034.0,1,0,2,1,3,1,Gd,8,Typ,0,,Attchd,1998.0,RFn,2,645.0,TA,TA,Y,576.0,36.0,0,0,0,0,,GdPrv,,0,2,2009,WD,Normal,219500.0
66,60,RL,76.0,9591.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143.0,1330.0,0,2473.0,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852.0,TA,TA,Y,192.0,151.0,0,0,0,0,,,,0,10,2007,WD,Normal,317000.0
67,20,RL,,19900.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912.0,Unf,0,1035.0,1947.0,GasA,TA,Y,SBrkr,2207.0,0.0,0,2207.0,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576.0,TA,TA,Y,301.0,0.0,0,0,0,0,,,,0,7,2010,WD,Normal,180000.0
68,20,RL,72.0,10665.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.0,Unf,0,440.0,1453.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0,1479.0,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2,558.0,TA,TA,Y,144.0,29.0,0,0,0,0,,,,0,6,2007,WD,Normal,226000.0
69,30,RM,47.0,4608.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0,747.0,747.0,GasA,TA,Y,SBrkr,747.0,0.0,0,747.0,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1945.0,Unf,1,220.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,6,2010,WD,Normal,80000.0
70,50,RL,81.0,15593.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603.0,Unf,0,701.0,1304.0,GasW,TA,Y,SBrkr,1304.0,983.0,0,2287.0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667.0,TA,TA,Y,0.0,21.0,114,0,0,0,,,,0,7,2006,WD,Normal,225000.0
71,20,RL,95.0,13651.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880.0,Unf,0,343.0,2223.0,GasA,Ex,Y,SBrkr,2223.0,0.0,0,2223.0,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516.0,TA,TA,Y,300.0,0.0,0,0,0,0,,,,0,2,2007,WD,Normal,244000.0
72,20,RL,69.0,7599.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,0,280.0,845.0,GasA,TA,Y,SBrkr,845.0,0.0,0,845.0,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1987.0,Unf,2,360.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,6,2007,WD,Normal,129500.0
73,60,RL,74.0,10141.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,832.0,832.0,GasA,Gd,Y,SBrkr,885.0,833.0,0,1718.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427.0,TA,TA,Y,0.0,94.0,0,0,291,0,,,,0,12,2009,WD,Normal,185000.0
74,20,RL,85.0,10200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,BLQ,362,404.0,1086.0,GasA,Gd,Y,SBrkr,1086.0,0.0,0,1086.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1989.0,Unf,2,490.0,TA,TA,Y,0.0,0.0,0,0,0,0,,GdWo,,0,5,2010,WD,Normal,144900.0
75,50,RM,60.0,5790.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0,840.0,840.0,GasA,Gd,N,SBrkr,840.0,765.0,0,1605.0,0,0,2,0,3,2,TA,8,Typ,0,,Detchd,1915.0,Unf,1,379.0,TA,TA,Y,0.0,0.0,202,0,0,0,,,,0,5,2010,WD,Normal,107400.0
76,180,RM,21.0,1596.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0,0.0,462.0,GasA,TA,Y,SBrkr,526.0,462.0,0,988.0,1,0,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973.0,Unf,1,297.0,TA,TA,Y,120.0,101.0,0,0,0,0,,GdWo,,0,11,2009,WD,Normal,91000.0
77,20,RL,,8475.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0,724.0,952.0,GasA,Ex,Y,FuseA,952.0,0.0,0,952.0,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1956.0,Unf,1,283.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,4,2008,WD,Normal,135750.0
78,50,RM,50.0,8635.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41,295.0,672.0,GasA,TA,Y,SBrkr,1072.0,213.0,0,1285.0,1,0,1,0,2,1,TA,6,Min1,0,,Detchd,1948.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,127000.0
79,90,RL,72.0,10778.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1768.0,1768.0,GasA,TA,N,SBrkr,1768.0,0.0,0,1768.0,0,0,2,0,4,2,TA,8,Typ,0,,,,,0,0.0,,,Y,0.0,0.0,0,0,0,0,,,,0,4,2010,WD,Normal,136500.0
80,50,RM,60.0,10440.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,440.0,440.0,GasA,Gd,Y,SBrkr,682.0,548.0,0,1230.0,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1966.0,Unf,2,440.0,TA,TA,Y,74.0,0.0,128,0,0,0,,MnPrv,,0,5,2009,WD,Normal,110000.0
81,60,RL,100.0,13000.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0,448.0,896.0,GasA,TA,Y,SBrkr,1182.0,960.0,0,2142.0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509.0,TA,TA,Y,0.0,72.0,0,0,252,0,,,,0,6,2009,WD,Normal,193500.0
82,120,RM,32.0,4500.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,0,36.0,1237.0,GasA,Ex,Y,SBrkr,1337.0,0.0,0,1337.0,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,405.0,TA,TA,Y,0.0,199.0,0,0,0,0,,,,0,3,2006,WD,Normal,153500.0
83,20,RL,78.0,10206.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0,1530.0,1563.0,GasA,Ex,Y,SBrkr,1563.0,0.0,0,1563.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758.0,TA,TA,Y,144.0,99.0,0,0,0,0,,,,0,10,2008,WD,Normal,245000.0
84,20,RL,80.0,8892.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1065.0,1065.0,GasA,Gd,Y,SBrkr,1065.0,0.0,0,1065.0,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1974.0,Unf,2,461.0,TA,TA,Y,74.0,0.0,0,0,0,0,,,,0,7,2007,COD,Normal,126500.0
85,80,RL,,8530.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,384.0,384.0,GasA,Gd,Y,SBrkr,804.0,670.0,0,1474.0,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400.0,TA,TA,Y,120.0,72.0,0,0,0,0,,,Shed,700,5,2009,WD,Normal,168500.0
86,60,RL,121.0,16059.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0,1288.0,1288.0,GasA,Ex,Y,SBrkr,1301.0,1116.0,0,2417.0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462.0,TA,TA,Y,127.0,82.0,0,0,0,0,,,,0,4,2006,WD,Normal,260000.0
87,60,RL,122.0,11911.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,684.0,684.0,GasA,Ex,Y,SBrkr,684.0,876.0,0,1560.0,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400.0,TA,TA,Y,100.0,38.0,0,0,0,0,,,,0,3,2009,WD,Normal,174000.0
88,160,FV,40.0,3951.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,612.0,612.0,GasA,Ex,Y,SBrkr,612.0,612.0,0,1224.0,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,528.0,TA,TA,Y,0.0,234.0,0,0,0,0,,,,0,6,2009,New,Partial,164500.0
89,50,'C (all)',105.0,8470.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0,1013.0,1013.0,GasA,TA,N,SBrkr,1013.0,0.0,513,1526.0,0,0,1,0,2,1,Fa,6,Typ,0,,,,,0,0.0,,,N,0.0,0.0,156,0,0,0,,MnPrv,,0,10,2009,ConLD,Abnorml,85000.0
90,20,RL,60.0,8070.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588.0,Unf,0,402.0,990.0,GasA,Ex,Y,SBrkr,990.0,0.0,0,990.0,1,0,1,0,3,1,TA,5,Typ,0,,,,,0,0.0,,,Y,0.0,0.0,0,0,0,0,,,,0,8,2007,WD,Normal,123600.0
91,20,RL,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,'Wd Sdng',,0.0,TA,TA,Slab,,,,,0.0,,0,0.0,0.0,GasA,TA,Y,FuseA,1040.0,0.0,0,1040.0,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1950.0,Unf,2,420.0,TA,TA,Y,0.0,29.0,0,0,0,0,,,,0,7,2006,WD,Normal,109900.0
92,20,RL,85.0,8500.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0,635.0,1235.0,GasA,TA,Y,SBrkr,1235.0,0.0,0,1235.0,0,0,1,0,2,1,TA,6,Typ,0,,Attchd,1961.0,Unf,2,480.0,TA,TA,Y,0.0,0.0,0,0,0,0,,GdWo,,0,12,2006,WD,Abnorml,98600.0
93,30,RL,80.0,13360.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0,163.0,876.0,GasA,Ex,Y,SBrkr,964.0,0.0,0,964.0,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1921.0,Unf,2,432.0,TA,TA,Y,0.0,0.0,44,0,0,0,,,,0,8,2009,WD,Normal,163500.0
94,190,'C (all)',60.0,7200.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046.0,Unf,0,168.0,1214.0,GasW,Ex,N,SBrkr,1260.0,1031.0,0,2291.0,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506.0,TA,TA,Y,0.0,0.0,0,0,99,0,,,,0,11,2007,WD,Normal,133900.0
95,60,RL,69.0,9337.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648.0,Unf,0,176.0,824.0,GasA,Ex,Y,SBrkr,905.0,881.0,0,1786.0,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1997.0,RFn,2,684.0,TA,TA,Y,0.0,162.0,0,0,0,0,,,,0,5,2007,WD,Normal,204750.0
